body,Sentiment_Score,Sentiment_Label
"I agree with your unpopular opinion. Its saved me hundreds on having to buy a opus and wasting 5 hours a day in commuting. I love being able to watch lectures online whenever I want and being able to pause it without interrupting the entire class. Overall it made school way more comfortable for me as if I'm having a bad day or something I can skip this lecture and I can watch it later without fear of missing out on a physical class. 

Also maybe I'm the exception but my professors have gotten back to my questions relatively pretty fast so that hasn't been an issue for me, most have even offered extra help that normally wouldn't be there to help students.",0.15294117647058825,Positive
"Well more time to exercise with all sport facilities closed, not very useful :x",0.09487179487179488,Positive
"Well it's not the only inaccurate point:

1) Yes x2 helps, but I mean even before covid I was not relying on my profs to learn something, I would watch that indian dude on youtube with his shitty mic and put the video on x2 so this point is not a revolution.  
2) You could do that before (Google being your 24/7 or stackoverflow for the cs/soen people)  
3) You do save transport time to get to the office since it's remote but doesn't give more opportunies to balance between internship and study  
4) i would say more after 1 week but if there are 20 people that still find the lecture worth to attend, I mean they are hurting nobody (without the covid situation ofc)  
5) No, there is no reason for that unless you used to have in-person classes until 11 PM   
6) Already answered that point  
7) Well some profs just don't give a fuck since it's online. I've contacted many profs about issues I had and since you don't ask them in person (aka harass them at their office) they don't give a fuck and don't even answer your mails. I have a prof basically all what he does is prerecord lectures, split the grade weight into 4 assignments and yell at students during his 2 hours of availabilities. Only god knows what he does during this semester.

in my case i don't really mind if we keep online lectures but at least reopen the buildings, i wanna take my usual seat at 7th floor HB and look at the sunset during hours",-0.0053571428571428615,Negative
"Here are the pros and cons of e-classes in my case (I’m an engineering student):

Pros:
- recorded lectures -&gt; ability to relisten at your pace
- I take digital notes so it’s convenient for me to just screenshot the lecture screen and ctrl V to my notes
- no commute - saves time and money
- I can eat a full course meal while listening to the lecture
- if I feel tired, I can just quit the lecture, go take a nap and watch the recording when my mind is back at 100% -&gt; better information retaining

Cons:
- eclass = e-exams, I have a love hate relationship with them. People cheat so profs curve the grade down to hell and then the people who didnt cheat suffer. Some profs make the exams insanely hard to avoid cheating. And don’t get me started on proctored exams
- certain classes require students to be in person practice - labs, etc. especially in engineering. We need to work with hardware. 
- human interactions - i miss seeing friends. Uni is the time to make friends and make connections for our future career as well. I have barely made any new friends since covid started.

In brief, I would be perfectly happy if schools are a mix of: online lectures + in person labs + in person tutorials + in person exams",0.053142772260419316,Positive
"What you say is theoretically true but in reality you end up sitting in front of computer for 3-4 hours a day of lectures not mentionng the time  to do homework so you end up not having time to exercice or do other things, not mentioning the labs that are the most important thing in engineering that are useless now online.more sleeping time is the only thing happening.",0.10416666666666667,Positive
"I actually agree with the exercise that was mentioned. With classes online, I've actually had time to go out and run. When classes are in person, I can't run in between classes cuz I wouldn't have time to go home, shower and change before attending my next class. Classes online allow you to go out in between classes and even skip class and watch the recording later in the day after your workout. People might also eat healthier as they can cook at home instead of having to eat at the many restaurants downtown because you didnt have time to make a lunch before leaving in the morning",0.1,Positive
"If your prof makes an effort to teach well, it’s a positive experience regardless of the platform of delivery. 

If it’s someone who only cares about boosting his/her research projects and ego, it’s a negative experience regardless",-0.024242424242424242,Negative
"YES! I can't focus in lectures because they are too slow paced, but with recorded lectures, I can actually pay attention to them because I watch them all in 2x? Also had to move to Ottawa for my family but can't transfer because I'm almost done with my degree, so I do appreciate not having 4h of commuting to do everyday lol",0.07500000000000001,Positive
"Depending on the course. Some courses are so badly managed by the coordinators and teachers. But yea, over all, online has so much more potential to be better. We just need the teachers to be able to adapt better.",0.2166666666666667,Positive
"I feel like this is true for some classes but not all. I’m taking some history courses and wow online is a godsend. I find this way better than in person lectures and have been getting more out of it, especially with profs who adapted their courses to run online well. But I’m in Studio Art, and the classes have really suffered. Seeing your classmates work and critiques have not gone well and it’s much harder to make actual progress in technical aspects. We can’t do so much and it’s a nightmare.",0.175,Positive
Agree online recordings are great! They should continue to record lectures for 2022 and let students choose to come to class or just watch!,1.0,Positive
Yes. Giving us the choice would be nice from their part as people who are still scared of covid can stay at home while also still being able to attend their lectures. Maybe have in-person sections and online sections like how ECON has for macro and microeconomics,0.55,Positive
entirety of the OP is negated if in-person classes are recorded for reference,0.0,Neutral
Profs won't record their in person lectures as that would require more work from them as they would have to set up a camera or recording tool and upload the file. Some profs already have  a problem recording their remote course and uploading their slides. So asking them to record their in person lectures would be even worst,-0.19999999999999998,Negative
"University has always been about you teaching yourself the material, the professor, textbook, and readings is just your guide. You have complete agency, you are the consumer paying for the higher education, it's up to you 100% to get the most out of it through individual effort and using the resources out there.

Remote Concordia has been a rude awakening for many students who needed hand-holding through a 13 week semester and haven't realized the shift from mentality from secondary school.",0.08124999999999999,Positive
"&gt;	• Most people stop attending in-person classes by week 3 anyway

What? Some people do, but most? Obviously this isn’t true.

That being said, I’m not hating the convenience of online class either. Still miss in person class though.",0.3375,Positive
"Agreed, I personally hope Concordia will continue offering online lectures after the pandemic.",0.0,Neutral
"I agree with the point about exercise but all my sources of exercise are shut down more or less because of covid. I really miss meeting people, all the things you mentioned don't excuse that trade-off if you ask me. That's basically what I thought university was about after learning stuff.",0.06555555555555556,Positive
"Yea tbh I agree. I’m in poli sci and ever since things are online i’ve only been getting As in all my classes. I prefer the take home exams too. Writing essays and having to answer questions that actually demand some reflection more than just regurgitating the same garbage is a lot more educational imo.

Online ftw!",0.21875,Positive
"This semester none of my courses are recorded and I have to attend all live lectures
Coming from an engineering student btw",0.13636363636363635,Positive
FACTS👌👌👌👌,0.0,Neutral
Assuming your prof even uploads their lectures and whether much can be gleaned from them anyway.,0.2,Positive
Yes,0.0,Neutral
You missed ‘You can chegg’,0.0,Neutral
Popular opinion: YouTube videos are better than in person classes,0.55,Positive
"I agree infinitely! :-))) 

I have far more energy to do the work related to the classes whereas when I come back from in-person classes, I am basically a walking corpse! X\_X

For in-person classes, so much time gets wasted on looking a certain way, worrying about what others would think, getting COVID, traffic jams, parking, commutes, and being judged as well.",0.16428571428571428,Positive
"As for me, I prefer online courses just because for the most part me personally I cant even focus on whats going on 99% of the lectures im only there for attendance and online courses provide you with more material of the course than in-person classes and if I have a question i just email my professor and yes ""Professor office hours are way more accessible"" that's very true.  
.",0.33285714285714285,Positive
"Pros and cons for sure.  


But one pro of online class is when I need someone to [TakeMy TEAS exam for me.](https://www.naxlex.com/take-my-teas-exam-for-me)",0.5,Positive
